security_id,cusip,issuer,reason,conflicting_evidence,impacted_observation_count,affected_variants,affected_splits,recommended_review_action
,G6858G123,OXLEY BRIDGE ACQ LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q;O1_3Q,H0_dev;H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G7490F119,RENATUS TACTICAL ACQUIS,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G7515A111,REPUBLIC DIGITAL ACQUISITION,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q;O1_3Q,H0_dev;H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G75389109,RF ACQUISITION CORP II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H3_security_holdout,resolve ambiguity
,G7852T103,SAIHEAT LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G9471C107,VERTICAL AEROSPACE LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G9R39C129,WEN ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q;O1_3Q,H3_security_holdout,resolve ambiguity
,M97838102,WEARABLE DEVICES LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,00301W105,ABRDN EMERGING MARKETS EX CH,AMBIGUOUS,"multiple distinct US tickers: ['AEF', 'XAEFX']",4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,00373V118,ABOVE FOOD INGREDIENTS INC,CONFLICT,SEC unique ticker ABVEF != OpenFIGI ABVWF,4,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev,review conflict evidence
,00835Q111,AEVA TECHNOLOGIES INC,CONFLICT,SEC unique ticker AEVA != OpenFIGI AEVAW,4,O0,H0_dev,review conflict evidence
,06748F324,BARCLAYS BANK PLC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,091748509,BITWISE FUNDS TRUST,CONFLICT,SEC title 'BITWISE BITCOIN STD CORP ETF' -> ['BITB'] != OpenFIGI OWNB,4,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,092501105,BLACKROCK ENHANCED GLOBAL,AMBIGUOUS,"multiple distinct US tickers: ['BOE', 'XBOEX']",4,O0,H0_dev,resolve ambiguity
,09254V105,BLACKROCK MUNIYIELD MICH QU,AMBIGUOUS,"multiple distinct US tickers: ['MIY', 'XMIYX']",4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,09255E102,BLACKROCK MUNIYIELD N Y QUAL,AMBIGUOUS,"multiple distinct US tickers: ['MYN', 'XMYNX']",4,O0,H0_dev,resolve ambiguity
,09257P105,BLACKROCK MUN TARGET TERM TR,AMBIGUOUS,"multiple distinct US tickers: ['BTT', 'XBTTX']",4,O0,H3_security_holdout,resolve ambiguity
,09257R101,BLACKSTONE STRATEGIC CRED 20,AMBIGUOUS,"multiple distinct US tickers: ['BGB', 'XBGBX']",4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,124155110,BUTTERFLY NETWORK INC,CONFLICT,SEC unique ticker BFLY != OpenFIGI BFLYW,4,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev,review conflict evidence
,12504G100,CBRE GBL REAL ESTATE INC FD,AMBIGUOUS,"multiple distinct US tickers: ['IGR', 'XIGRX']",4,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,12811L107,CALAMOS GBL DYN INCOME FUND,AMBIGUOUS,"multiple distinct US tickers: ['CHW', 'XCHWX']",4,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,12812C106,CALAMOS LNG SHR EQT DYNAMIC,AMBIGUOUS,"multiple distinct US tickers: ['CPZ', 'XCPZX']",4,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,15130G881,CEMTREX INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,16934Q208,CHIMERA INVT CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H3_security_holdout,resolve ambiguity
,23306J101,DBV TECHNOLOGIES S A,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,26923N389,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LNG HOD DLY TAR ETF' -> ['TRXA'] != OpenFIGI ROBN,4,O0,H1_time_holdout,review conflict evidence
,26923N595,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LNG ALPHABET DLY' -> ['TRXA'] != OpenFIGI GOOX,4,O0;O1_2Q;O1_3Q,H1_time_holdout;H1_time_holdout;H1_time_holdout,review conflict evidence
,26923Q614,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LNG CRCL D TRGT ETF' -> ['TRXA'] != OpenFIGI CCUP,4,O0;O1_2Q;O1_3Q,H1_time_holdout;H1_time_holdout;H1_time_holdout,review conflict evidence
,26923Q721,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LONG GME DLY TA ETF' -> ['TRXA'] != OpenFIGI GMEU,4,O0,H3_security_holdout,review conflict evidence
,269808101,EAGLE POINT CR CO,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,27827X101,EATON VANCE MUN BD FD,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,27829F108,EATON VANCE TAX-MANAGED GLOB,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,320703101,CALIDI BIOTHERAPEUTICS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev,resolve ambiguity
,33718W103,FIRST TR INTER DURATN PFD &,AMBIGUOUS,"multiple distinct US tickers: ['FPF', 'XFPFX']",4,O0,H0_dev,resolve ambiguity
,33848E106,FLAHERTY & CRUMRINE PFD INCO,AMBIGUOUS,"multiple distinct US tickers: ['PFO', 'XPFOX']",4,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,345510119,FOREMOST CLEAN ENERGY LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev,resolve ambiguity
,36242H104,GABELLI DIVID & INCOME TR,AMBIGUOUS,"multiple distinct US tickers: ['GDV', 'XGDVX']",4,O0;O1_2Q,H0_dev,resolve ambiguity
,36465E101,GAMCO NAT RES GOLD & INCOME,AMBIGUOUS,"multiple distinct US tickers: ['GNT', 'XGNTX']",4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,45791D109,INNOVATIVE EYEWEAR INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev,resolve ambiguity
,46137Y609,INVESCO EXCHANGE TRADED FD T,CONFLICT,SEC title 'INVESCO S&P 500 EQUAL WEIG C' -> ['VVR'] != OpenFIGI RSPC,4,O0,H0_dev,review conflict evidence
,46144X115,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],4,O0,H1_time_holdout,review conflict evidence
,500767181,KRANESHARES TRUST,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],4,O0;O1_2Q;O1_3Q,,review conflict evidence
,53656H835,LISTED FDS TR,CONFLICT,SEC title 'HORIZON KINETICS JAPAN OWNER' -> ['HKHC'] != OpenFIGI JAPN,4,O0;O1_2Q,,review conflict evidence
,56064K100,NYLI MACKAY DEFINEDTERM MUNI,AMBIGUOUS,"multiple distinct US tickers: ['MMD', 'XMMDX']",4,O0,H0_dev,resolve ambiguity
,60879E200,MOMENTUS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev,resolve ambiguity
,64135A101,NEUBERGER BERMAN ETF TRUST,CONFLICT,SEC title 'NEUBERGER ENERGY TRANSITION' -> ['NML'] != OpenFIGI NBET,4,O0,H3_security_holdout,review conflict evidence
,67061E104,NUVEEN MASS QUALITY MUN INC,AMBIGUOUS,"multiple distinct US tickers: ['NMT', 'XNMTX']",4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,67066V101,NUVEEN QUALITY MUNCP INCOME,AMBIGUOUS,"multiple distinct US tickers: ['NAD', 'XNADX']",4,O0,H0_dev,resolve ambiguity
,67644C112,OCEAN BIOMEDICAL INC,CONFLICT,SEC unique ticker OCEA != OpenFIGI OCEAW,4,O0,H0_dev,review conflict evidence
,72200N106,PIMCO CALIF MUN INCOME FD,AMBIGUOUS,"multiple distinct US tickers: ['PCQ', 'XPCQX']",4,O0;O1_2Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,74841A204,QUETTA ACQUISITION CORP,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,H3_security_holdout;H3_security_holdout;H3_security_holdout,resolve ambiguity
,86164T107,VIRTUS STONE HBR EMRG MKTS I,AMBIGUOUS,"multiple distinct US tickers: ['EDF', 'XEDFX']",4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,87283Q107,T ROWE PRICE ETF INC,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TCHP,4,O0,H0_dev;H1_time_holdout,review conflict evidence
,87283Q503,T ROWE PRICE ETF INC,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TSPA,4,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,review conflict evidence
,87283Q735,T ROWE PRICE EXCHANGE-TRADED,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TIER,4,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,87283Q743,T ROWE PRICE ETF INC,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TURF,4,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,review conflict evidence
,92540Q114,VERSUS SYSTEMS INC,CONFLICT,SEC unique ticker VS != OpenFIGI VSSYW,4,O0,H0_dev;H1_time_holdout,review conflict evidence
,92561V109,VICARIOUS SURGICAL INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,H3_security_holdout;H3_security_holdout;H3_security_holdout,resolve ambiguity
,92891H606,VS TRUST,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,92912T100,VOYA GLBL EQTY DIV & PREM OP,AMBIGUOUS,"multiple distinct US tickers: ['IGD', 'XIGDX']",4,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,94987D101,ALLSPRING MULTI SECTOR INCOM,AMBIGUOUS,"multiple distinct US tickers: ['ERC', 'XERCX']",4,O0,H0_dev,resolve ambiguity
,95766B109,WESTERN ASSET GBL HIGH INC F,AMBIGUOUS,"multiple distinct US tickers: ['EHI', 'XEHIX']",4,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,958435109,WESTERN ASSET INTER MUNI FD,AMBIGUOUS,"multiple distinct US tickers: ['SBI', 'XSBIX']",4,O0,H0_dev,resolve ambiguity
,98148L753,WORLD FDS TR,CONFLICT,SEC title 'T-REX 2X LONG BITCOIN DAILY' -> ['TRXA'] != OpenFIGI BTCL,4,O0,H0_dev;H1_time_holdout,review conflict evidence
,G0230C116,ALPHA STAR ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev,resolve ambiguity
,G0R38G104,ARMADA ACQUISITION CORP II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,,resolve ambiguity
,G0R38G112,ARMADA ACQUISITION CORP II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G1828E100,CANTOR EQUITY PARTNERS IV IN,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G19305120,CARTESIAN GROWTH CORP II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev,resolve ambiguity
,G19307118,CARTESIAN GROWTH CORP III,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H3_security_holdout,resolve ambiguity
,G2254C105,COHEN CIRCLE ACQUISIT CORP I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G2283U100,COLOMBIER ACQUISITION CORP I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H3_security_holdout,resolve ambiguity
,G2847J120,DRUGS MADE IN AMER ACQUTN CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G2949D104,DYNAMIX CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G3142E121,EUDA HEALTH HOLDINGS LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev,resolve ambiguity
,G3933N108,GLOBA TERRA ACQUISITION COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H1_time_holdout,resolve ambiguity
,G3R23E100,FST CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G4036C106,GRAF GLOBAL CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G5353S103,LAKESHORE ACQUISITION III CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,,resolve ambiguity
,G5380J118,LANVIN GROUP HOLDINGS LIMITE,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev,resolve ambiguity
,G5S86M126,LAUNCH ONE ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev,resolve ambiguity
,G5S87A105,LAUNCH TWO ACQUISITION CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H3_security_holdout,resolve ambiguity
,G5S87A121,LAUNCH TWO ACQUISITION CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,G6476A102,NEW PROVIDENCE ACQUISITION C,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G6717R104,OAKTREE ACQUISITION CORP III,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G6757R105,1RT ACQUISITION CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,,resolve ambiguity
,G6757R121,1RT ACQUISITION CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H1_time_holdout,resolve ambiguity
,G6861F120,OYSTER ENTERPRISES II ACQUIS,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H1_time_holdout,resolve ambiguity
,G7134A104,PLUM ACQUISITION CORP IV,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G8089R100,PANTAGES CAPITAL ACQUISITION,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H3_security_holdout,resolve ambiguity
,G81354105,SILVERBOX CORP IV,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q;O1_3Q,H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G8316B118,SPARK I ACQUISITION CORP,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev,resolve ambiguity
,G8431T101,SIM ACQUISITION CORP. I,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,G8431T127,SIM ACQUISITION CORP. I,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G98659108,YORKVILLE ACQUISITION CORP.,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G9R39C103,WEN ACQUISITION CORP,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,4,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,00302M106,ABRDN GLOBAL DYNAMIC DIVIDEN,AMBIGUOUS,"multiple distinct US tickers: ['AGD', 'XAGDX']",3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,006212104,ADAMS DIVERSIFIED EQUITY FD,AMBIGUOUS,"multiple distinct US tickers: ['ADX', 'XADEX']",3,O0;O1_2Q,H1_time_holdout,resolve ambiguity
,01864U106,ALLIANCEBERNSTEIN NATL MUN I,AMBIGUOUS,"multiple distinct US tickers: ['AFB', 'XAFBX']",3,O0,H1_time_holdout,resolve ambiguity
,08178Q101,BENEFICIENT,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,09249E101,BLACKROCK CORE BD TR,AMBIGUOUS,"multiple distinct US tickers: ['BHK', 'XBHKX']",3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,09254J102,BLACKROCK MUNIASSETS FD INC,AMBIGUOUS,"multiple distinct US tickers: ['MUA', 'XMUAX']",3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,09254L107,BLACKROCK MUNIHLDNGS CALI,AMBIGUOUS,"multiple distinct US tickers: ['MUC', 'XMUCX']",3,O0,H3_security_holdout,resolve ambiguity
,09662W109,BNY MELLON MUN BD INFRASTRUC,AMBIGUOUS,"multiple distinct US tickers: ['DMB', 'XDMBX']",3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,101507101,SRH TOTAL RETURN FUND INC,AMBIGUOUS,"multiple distinct US tickers: ['STEW', 'XSTEX', 'XXBIFXX']",3,O0;O1_2Q,,resolve ambiguity
,155123102,CENTRAL SECS CORP,AMBIGUOUS,"multiple distinct US tickers: ['CET', 'XXCETXX']",3,O0,H3_security_holdout,resolve ambiguity
,17144M110,CHURCHILL CAPITAL CORP VII,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,18913Y103,CLOUGH GLOBAL DIVID & INCOME,AMBIGUOUS,"multiple distinct US tickers: ['GLV', 'XGLVX']",3,O0;O1_2Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,23306J200,DBV TECHNOLOGIES S A,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,25065A502,DESTRA MULTI-ALTERNATIVE FD,AMBIGUOUS,"multiple distinct US tickers: ['DMA', 'XDMAX']",3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,26923N181,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X INVERSE TESLA DLY' -> ['TRXA'] != OpenFIGI TSLZ,3,O0,H1_time_holdout,review conflict evidence
,26923N629,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LNG APPLE DLY TRGT' -> ['TRXA'] != OpenFIGI AAPX,3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,26923Q275,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2XL CIFR DT ETF' -> ['TRXA'] != OpenFIGI CIFU,3,O0,H1_time_holdout,review conflict evidence
,26923Q713,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LONG SNOW DT ETF' -> ['TRXA'] != OpenFIGI SNOU,3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,278279104,EATON VANCE FLOATING RATE IN,AMBIGUOUS,"multiple distinct US tickers: ['EFT', 'XEFTX']",3,O0;O1_2Q;O1_3Q,,resolve ambiguity
,27828G107,EATON VANCE TAX ADVT DIV INC,AMBIGUOUS,"multiple distinct US tickers: ['EVT', 'XEVTX']",3,O0,H1_time_holdout,resolve ambiguity
,27829G106,EATON VANCE RISK-MANAGED DIV,AMBIGUOUS,"multiple distinct US tickers: ['ETJ', 'XETJX']",3,O0,H1_time_holdout,resolve ambiguity
,33741Q107,FIRST TR HIGH YIELD OPPRT 20,AMBIGUOUS,"multiple distinct US tickers: ['FTHY', 'XFABX']",3,O0,H1_time_holdout,resolve ambiguity
,355145103,FRANKLIN UNVL TR,AMBIGUOUS,"multiple distinct US tickers: ['FT', 'XFUTX']",3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,36239Q109,GABELLI MULTIMEDIA TR INC,AMBIGUOUS,"multiple distinct US tickers: ['GGT', 'XGGTX']",3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,36240A101,GABELLI UTIL TR,AMBIGUOUS,"multiple distinct US tickers: ['GUT', 'XGUTX']",3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,43010T104,HIGHLAND GLOBAL ALLOCATION F,AMBIGUOUS,"multiple distinct US tickers: ['HGLB', 'XHGLX']",3,O0,H3_security_holdout,resolve ambiguity
,46092D681,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,46092D756,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],3,O0;O1_2Q;O1_3Q,H1_time_holdout;H1_time_holdout;H1_time_holdout,review conflict evidence
,46131J103,INVESCO MUNICIPAL TRUST,AMBIGUOUS,"multiple distinct US tickers: ['VKQ', 'XVKQX']",3,O0,H4_combined,resolve ambiguity
,46133G107,INVESCO QUALITY MUN INCOME T,AMBIGUOUS,"multiple distinct US tickers: ['IQI', 'XIQIX']",3,O0,H1_time_holdout,resolve ambiguity
,46136K105,INVESCO HIGH INCOME 2024 TAR,CONFLICT,SEC unique ticker VLT != OpenFIGI XHTAX,3,O0;O1_2Q,H0_dev;H0_dev,review conflict evidence
,46138E131,INVESCO EXCH TRADED FD TR II,CONFLICT,SEC title 'INVESCO S&P SMALLCAP HIGH DI' -> ['VVR'] != OpenFIGI XSHD,3,O0,H0_dev;H1_time_holdout,review conflict evidence
,46143U542,INVESTMENT MANAGERS SER TR,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],3,O0,,review conflict evidence
,46152A452,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],3,O0;O1_2Q,,review conflict evidence
,46152A494,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,46152A734,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],3,O0,H1_time_holdout,review conflict evidence
,52886N117,LEXARIA BIOSCIENCE CORP,CONFLICT,SEC unique ticker LEXX != OpenFIGI LEXXW,3,O0;O1_2Q,H3_security_holdout;H3_security_holdout,review conflict evidence
,53656G563,LISTED FD TR,CONFLICT,SEC title 'HORIZON KINETICS MEDICAL ETF' -> ['HKHC'] != OpenFIGI MEDX,3,O0;O1_2Q,H3_security_holdout;H3_security_holdout,review conflict evidence
,553745126,MSP RECOVERY INC,CONFLICT,SEC unique ticker MSPR != OpenFIGI MSPRW,3,O0;O1_2Q,H3_security_holdout;H3_security_holdout,review conflict evidence
,56064Q107,NYLI CBRE GBL INFR MEGTRNDS,AMBIGUOUS,"multiple distinct US tickers: ['MEGI', 'XMEGX']",3,O0,H1_time_holdout,resolve ambiguity
,592834105,MEXICO EQUITY & INCOME FD,AMBIGUOUS,"multiple distinct US tickers: ['MXE', 'XMXEX']",3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,60742B102,MOBILICOM LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,655187201,ACLARION INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,67021W103,NUBURU INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
